id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
4883,Social,Medical Care,0.85,"[{'topic': 'Social', 'subtopic': 'Disability'}]",Asking whether the respondent lost all permanent teeth concerns dental/health status (medical care) and may reflect functional impairment (disability).,Social,Medical Care,0.88,[],"Question asks about complete tooth loss, which is a health status indicator related to dental and medical care.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,^C_HAVHAS ^HESHE lost ALL of ^HISHER permanent adult teeth?,Survey of Income and Program Participation (SIPP)
4884,Social,Medical Care,0.95,[],"Counts of visits to doctors, nurses, or other medical providers are direct measures of medical care utilization.",Social,Medical Care,0.96,[],"Question directly asks about visits to medical providers, which is a core measure of healthcare utilization.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"How many visits did ... make to a doctor, nurse, or any other type of medical provider about his/her health?",Survey of Income and Program Participation (SIPP)
4885,Social,Medical Care,0.9,[],"This asks whether a medical visit included contact with a physician, which classifies the type of medical care received.",Social,Medical Care,0.94,[],"Question asks about physician contact during medical visits, which is a component of medical care utilization.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Did that visit or call include contact with a physician?,Survey of Income and Program Participation (SIPP)
4886,Social,Medical Care,0.9,[],Asking how many visits included physician contact pertains to details of medical care utilization and provider type.,Social,Medical Care,0.93,[],"Question asks about the number of visits involving physician contact, which measures healthcare provider utilization.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,How many of the ^NUM_VISITFIL visits or calls included contact with a physician?,Survey of Income and Program Participation (SIPP)
4887,Social,Disability,0.9,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]",Days confined to bed due to illness or injury measure functional limitation (disability) and reflect health impact/use of medical care.,Social,Medical Care,0.9,[],"Question asks about days of illness or injury-related bed rest, which is a health status and medical care indicator.",False,Social,Disability,auto_dual_modal,False,Social,Disability,0.9,Social,Medical Care,True,auto_dual_modal,high,Social,Medical Care,True,high,How many days did illness or injury keep ... in bed more than half of the day?,Survey of Income and Program Participation (SIPP)
4888,Economic,Health Insurance,0.95,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Medical Care'}]",Asking how much was paid for comprehensive health insurance premiums is an economic question about health insurance costs and household expenditures related to medical care.,Economic,Health Insurance,0.97,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Question asks about health insurance premium payments, which is an economic measure of health insurance costs.",True,Economic,Health Insurance,agreement,False,,,,,,,,,,,,,How much did ... pay for comprehensive health insurance premiums?,Survey of Income and Program Participation (SIPP)
4889,Economic,Health Insurance,0.95,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Medical Care'}]",Requesting the range of premium amounts pertains to economic measurement of health insurance costs and related expenditures for medical care.,Economic,Health Insurance,0.96,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Question asks about the range of health insurance premium amounts, which is an economic measure of health insurance expenditures.",True,Economic,Health Insurance,agreement,False,,,,,,,,,,,,,Range of the amount of comprehensive health insurance premiums ... paid?,Survey of Income and Program Participation (SIPP)
4890,Economic,Health Insurance,0.75,"[{'topic': 'Social', 'subtopic': 'Household'}]","This follow-up asks who was covered/paid for by a household member in the context of payments, so it relates to health insurance/benefit coverage and household recipients.",Social,Household,0.85,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies household members for whom payments were made, likely related to medical or care expenses based on context of surrounding questions.",False,Social,Household,pick_haiku45,False,Social,Household,0.85,,,False,pick_haiku45,medium,,,False,medium,Who in the household did ^TEMPNAME pay for?,Survey of Income and Program Participation (SIPP)
4891,Economic,Health Insurance,0.98,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}]","Asks for the dollar amount paid for supplemental health insurance premiums, clearly a health insurance expense.",Economic,Health Insurance,0.95,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Medical Care'}]","Question directly asks about supplemental health insurance premium payments, which is a health insurance expenditure.",True,Economic,Health Insurance,agreement,False,,,,,,,,,,,,,How much did ... pay for supplemental health insurance premiums?,Survey of Income and Program Participation (SIPP)
4892,Economic,Health Insurance,0.92,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Combines a question about the range of supplemental insurance premium payments (health insurance/expenditures) with who in the household was paid for (household).,Economic,Health Insurance,0.95,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Question asks for range of supplemental health insurance premium amounts paid and household member identification.,True,Economic,Health Insurance,agreement,False,,,,,,,,,,,,,Range of the amount of supplemental health insurance premiums ... paid? Who in your household did you pay for?,Survey of Income and Program Participation (SIPP)
4893,Social,Medical Care,0.96,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}]","Asks about non-premium out-of-pocket medical expenditures, which is medical care utilization/costs (with an expenditures aspect).",Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Question asks about out-of-pocket medical expenditures, which relates to medical care costs and health-related spending.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,How much did ... pay for his/her non-premium medical out-of-pocket expenditures on medical care?,Survey of Income and Program Participation (SIPP)
4894,Social,Medical Care,0.92,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Requests the range of out-of-pocket medical spending (medical care/expenditures) and asks who in the household was covered by the payment.,Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Question asks for range of non-premium out-of-pocket medical expenditures and household member identification.,True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Range of the amount ... paid for his/her non-premium out-of-pocket expenditures on medical care during the reference period? Who in your household did you pay for?,Survey of Income and Program Participation (SIPP)
4895,Social,Medical Care,0.96,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}]","Concerned with out-of-pocket spending on over-the-counter health-related products, a form of medical care expenditures.",Social,Medical Care,0.85,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Question asks about out-of-pocket spending on over-the-counter health products, which is a medical care expenditure.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,How much did ... pay for his/her non-premium medical out-of-pocket expenditures for over-the-counter health-related products?,Survey of Income and Program Participation (SIPP)
4896,Social,Medical Care,0.92,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Asks the range of OTC medical product out-of-pocket spending (medical care/expenditures) and who in the household was paid for.,Social,Medical Care,0.85,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Social', 'subtopic': 'Household'}]",Question asks for range of over-the-counter health product expenditures and household member identification.,True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Range of the amount ... paid for non-premium medical out-of-pocket expenditures for over-the-counter health-related products? Who in your household did you pay for?,Survey of Income and Program Participation (SIPP)
4897,Economic,Health Insurance,0.9,"[{'topic': 'Economic', 'subtopic': 'Employer'}]",Flexible Spending Accounts are health-related benefits typically linked to employer-sponsored plans and relate to health insurance/benefits.,Economic,Health Insurance,0.9,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Question asks about Flexible Spending Account for health expenses, which is a health insurance benefit mechanism.",True,Economic,Health Insurance,agreement,False,,,,,,,,,,,,,Does ... have a Flexible Spending Account for health expenses?,Survey of Income and Program Participation (SIPP)
4898,Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Asks about dental care utilization during periods without health insurance coverage, primarily a medical care utilization question with an insurance context.",Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Question asks about dental care access during periods of no health insurance coverage, relating to medical care utilization.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"During the month(s) ... was not covered by any health insurance, did he/she go to a dentist or other dental professional?",Survey of Income and Program Participation (SIPP)
4899,Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]",Inquires about visiting medical providers while uninsured; classification centers on medical care utilization with relevance to insurance coverage status.,Social,Medical Care,0.9,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Question asks about medical provider visits during periods of no health insurance coverage, relating to medical care access.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"During the month(s) ... was not covered by any health insurance, did he/she got to a doctor, nurse, or other medical provider?",Survey of Income and Program Participation (SIPP)
4870,Economic,Expenses,0.75,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Housing', 'subtopic': 'Costs (Mortgage, Taxes, Insurance)'}]","Question asks about amounts of other debt owed jointly, a financial liability topic tied to economic expenses/expenditures and related to household debt (including mortgage-like obligations).",Economic,Income,0.85,"[{'topic': 'Social', 'subtopic': 'Household'}, {'topic': 'Demographic', 'subtopic': 'Marital Status'}]","Question addresses joint debt obligations between spouses/partners, which relates to household financial assets and liabilities. Debt is a key component of income and financial status measurement.",False,Economic,Income,new_concept,False,Economic,Income,0.85,,,False,new_concept,medium,,,False,medium,"Did ^TEMPNAME have other debt (including money owed to private individuals, debts held agains mutual funds or stocks (margin accounts), or any other debt not covered) jointly with ^HISHER SPOUSEPARTNER_FIL (between ^MONTH1 1st and the end of ^LASTMONTH ^CALENDAR_YRFIL)?",Survey of Income and Program Participation (SIPP)
4871,Economic,Expenses,0.78,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Housing', 'subtopic': 'Costs (Mortgage, Taxes, Insurance)'}]","Asks for the dollar amount of other debt owed jointly, a financial liability/expense measure best classified under economic expenses/expenditures and related housing costs.",Economic,Income,0.85,"[{'topic': 'Social', 'subtopic': 'Household'}, {'topic': 'Demographic', 'subtopic': 'Marital Status'}]","Question quantifies joint debt amounts held by spouses/partners, directly measuring household financial obligations and net worth components.",False,Economic,Income,new_concept,False,Economic,Income,0.82,,,False,new_concept,medium,,,False,medium,"As of the last day of ^LASTMONTH, ^CALENDAR_YEAR, how much did ^TEMPNAME and ^HISHER ^SPOUSEPARTNER_FIL jointly owe in other debt (including money owed to private individuals, debts held against mutual funds or stocks (margin accounts), or any other debt not covered)?",Survey of Income and Program Participation (SIPP)
4872,Economic,Expenses,0.75,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Housing', 'subtopic': 'Costs (Mortgage, Taxes, Insurance)'}]","Asks whether the respondent had other debt in their own name, a question about personal financial liabilities categorized under economic expenses/expenditures and related household debt.",Economic,Income,0.85,"[{'topic': 'Demographic', 'subtopic': 'Marital Status'}]","Question addresses individual debt obligations separate from spouse/partner, measuring personal financial liabilities as part of income and asset assessment.",False,Economic,Income,new_concept,False,Economic,Income,0.9,,,False,new_concept,medium,,,False,medium,"Did ^TEMPNAME have other debt (including money owed to private individuals, debts held against mutual funds or stocks (margin accounts), or any other debt not covered) in ^HISHER own name only (between ^MONTH1 1st and the end of ^LASTMONTH ^CALENDAR_YEAR)?",Survey of Income and Program Participation (SIPP)
4873,Economic,Expenses,0.78,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}, {'topic': 'Housing', 'subtopic': 'Costs (Mortgage, Taxes, Insurance)'}]","Requests the dollar amount of other debt owed by the individual, a financial liability measure best mapped to economic expenses/expenditures and related housing/loan costs.",Economic,Income,0.85,[],"Question quantifies individual debt amounts, directly measuring personal financial obligations and net worth as part of economic status assessment.",False,Economic,Income,new_concept,False,Economic,Income,0.92,,,False,new_concept,medium,,,False,medium,"As of the last day of ^LASTMONTH, ^CALENDAR_YEAR, how much did ^TEMPNAME owe in other debt (including money owed to private individuals, debts held against mutual funds or stocks (margin accounts), or any other debt not covered) ?",Survey of Income and Program Participation (SIPP)
4874,Social,Household,0.6,"[{'topic': 'Economic', 'subtopic': 'Expenditures'}]","This is a survey‐measurement question about whether respondents used records to answer household asset questions, which pertains to household reporting and affects economic expenditure/asset reporting.",Economic,Income,0.7,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question is a methodological probe about data collection methods for asset questions, supporting the validity of economic asset and income measurements.",False,Social,Household,new_concept,False,Social,Household,0.75,,,False,new_concept,low,,,False,low,Did ... use any records to answer the asset questions?,Survey of Income and Program Participation (SIPP)
4875,Social,Medical Care,0.95,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Asks directly about an individual's health status, which is a medical care/health measure; it is also related to disability/functional status.",Social,Medical Care,0.9,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Question directly asks about health status, a core social indicator related to medical care and overall well-being.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,What is ... health status?,Survey of Income and Program Participation (SIPP)
4876,Social,Medical Care,0.95,[],"Inquires about inpatient hospital stays (overnight or longer) during a reference period, a direct medical care utilization question.",Social,Medical Care,0.92,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Question measures hospital utilization and overnight stays, a key indicator of medical care access and health status.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"Between ^MONTH1 1st and the end of ^LASTMONTH ^CALENDAR_YRFIL, ^WEREWAS ^TEMPNAME a patient in a hospital overnight or longer?",Survey of Income and Program Participation (SIPP)
4877,Social,Medical Care,0.95,[],"Asks for the total number of nights spent in any hospital, a measure of medical care utilization (inpatient use) during the reference period.",Social,Medical Care,0.92,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Question quantifies duration of hospital stays, measuring intensity and extent of medical care utilization.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,How many nights in total did ^HESHE spend in a hospital of any type (between ^MONTH1 1st and the end of ^LASTMONTH ^CALENDAR_YRFIL)?,Survey of Income and Program Participation (SIPP)
4878,Social,Medical Care,0.95,[],"Asks reason for the most recent hospital stay, which is a clinical/medical care detail about hospitalization cause or type.",Social,Medical Care,0.93,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Question asks about reasons for hospitalization, capturing the nature and type of medical care received.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Why was ... in the hospital (for the most recent stay)? Universe: HOSPNMNGT in (1:365) Question Text: Which of the followi,Survey of Income and Program Participation (SIPP)
4879,Social,Medical Care,0.95,[],"Asks whether the respondent took any prescription medications in the reference period, a direct indicator of medical care/medication use.",Social,Medical Care,0.91,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Question measures prescription medication use, a key indicator of medical care access and health management.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"Between ^MONTH1 1st and the end of ^LASTMONTH ^CALENDAR_YRFIL, did ^TEMPNAME take any prescription medications?",Survey of Income and Program Participation (SIPP)
4920,Social,Disability,0.95,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Asks about functional difficulties (concentration, walking, dressing, play, school) indicating disability status and impacts on children and school work.",Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly assesses functional limitations related to physical, mental, or emotional problems across multiple disability domains including cognitive, mobility, self-care, and school activities.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME...) (...experience serious difficulty concentrating, remembering, or making decisions?) ...experience serious difficulty walking or climbing stairs? (...experience difficulty dressing or bathing?) (...have limited ability to play with other children of the same age?) (...have limitations in ^HISHER ability to do regular school work?)",Survey of Income and Program Participation (SIPP)
4921,Social,Disability,0.95,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Same set of functional difficulty items focused on disability-related limitations, with relevance to child functioning and schooling.",Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly assesses functional limitations related to physical, mental, or emotional problems across multiple disability domains including cognitive, mobility, self-care, and school activities.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME...) (...experience serious difficulty concentrating, remembering, or making decisions?) (...experience serious difficulty walking or climbign stairs?) ...experience difficulty dressing or bathing? (...have limited ability to play with other children of the same age?) (...have limitations in ^HISHER ability to do regular school work?)",Survey of Income and Program Participation (SIPP)
4922,Social,Disability,0.95,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Asks about long-term functional limitations (concentration, mobility, self-care, play, school) — core disability measures affecting children and education.",Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly assesses functional limitations related to physical, mental, or emotional problems across multiple disability domains including cognitive, mobility, self-care, and school activities.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME...) (...experience serious difficulty concentrating, remembering, or making decisions?) (...experience serious difficulty walking or climbign stairs?) (...experience difficulty dressing or bathing?) ...have limited ability to play with other children of the same age? (...have limitations in ^HISHER ability to do regular school work?)",Survey of Income and Program Participation (SIPP)
4923,Social,Disability,0.95,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]",Same disability-related functional limitation items reordered; pertains to child functioning and limitations in school.,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'School Enrollment'}]","Question directly assesses functional limitations related to physical, mental, or emotional problems across multiple disability domains including cognitive, mobility, self-care, and school activities.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME...) (...experience serious difficulty concentrating, remembering, or making decisions?) (...experience serious difficulty walking or climbign stairs?) (...experience difficulty dressing or bathing?) (...have limited ability to play with other children of the same age?) ...have limitations in ^HISHER ability to do regular school work?",Survey of Income and Program Participation (SIPP)
4924,Social,Disability,0.97,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Asks specifically about learning or developmental disabilities (e.g., dyslexia, ADHD, autism), which are disability measures with implications for children and schooling.",Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Question explicitly asks about learning and developmental disabilities with specific examples, directly measuring disability status in children.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have a learning or developmental disability? (This could include conditions such as dyslexia, ADHD, autism, Down Syndrome, or some other learning or developmental disability.)",Survey of Income and Program Participation (SIPP)
4925,Social,Disability,0.96,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks about mental or emotional conditions (depression, anxiety) that constitute disabilities and are relevant to medical/mental health care.",Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Medical Care'}]","Question explicitly asks about mental or emotional health conditions, which are core disability measures in federal surveys.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have a mental or emotional condition? (This could include conditions such as depression, anxiety, or some other psychological condition.)",Survey of Income and Program Participation (SIPP)
4926,Social,Disability,0.97,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks about long-term physical, mental, or emotional health conditions that limit activities — a core disability/long-term health question with medical implications.",Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Demographic', 'subtopic': 'Population'}]","Question directly measures disability by asking about long-term health conditions that limit ordinary activities, a standard disability definition.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have any physical, mental, or emotional health conditions lasting 12 months or longer that limit ^YOURHISHER ordinary activities?",Survey of Income and Program Participation (SIPP)
4927,Social,Disability,0.92,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Requests the specific condition(s) causing activity limitations, which is a disability classification question and relates to medical condition coding.",Social,Disability,0.95,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Question asks respondents to specify health conditions that limit activities, collecting detailed disability condition information.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^WORKDIS_FIL What condition or conditions ^ACTIVITY_FIL? Enter at least the first 3 letters of the condition to display the answer list. Enter ""None"" for no conditions. Enter ""Other"" for a condition not on the answer list.",Survey of Income and Program Participation (SIPP)
4928,Social,Disability,0.96,"[{'topic': 'Social', 'subtopic': 'Children'}]",Asks about developmental conditions or delays that limit ordinary activities — a disability question specifically relevant to child development.,Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Question explicitly asks about developmental conditions or delays that limit ordinary activities in children, directly measuring disability.",True,Social,Disability,agreement,False,,,,,,,,,,,,,^C_DODOES ^TEMPNAME have a developmental condition or delay that limits ordinary activities?,Survey of Income and Program Participation (SIPP)
4929,Social,Grandparents,0.98,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Directly asks whether the person is a grandparent (family relationship), which is categorized under grandparents and relates to relationship/family structure.",Social,Grandparents,0.99,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Social', 'subtopic': 'Children'}]","Question directly asks about grandparent status and whether they have biological or adopted children, measuring family relationships and household composition.",True,Social,Grandparents,agreement,False,,,,,,,,,,,,,"^C_AREIS ^TEMPNAME a grandparent - that is, ^ANYCHILDFIL have any biological or adopted children of their own who are currently living?",Survey of Income and Program Participation (SIPP)
4910,Social,Disability,0.96,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","These items ask about specific functional difficulties (sitting, lifting, using hands) which map directly to disability/functioning measures; medical care is a related secondary concept.",Social,Disability,0.98,[],"Question directly asks about functional difficulties with sitting, lifting, and hand/finger use, which are core disability assessment questions measuring physical limitations.",True,Social,Disability,agreement,False,,,,,,,,,,,,,^C_DODOES ^TEMPNAME have any difficulty: ... sitting for one hour? (... lifting or carrying something as heavy as 10 pounds (such as a bag of groceries)?) (... using ^YOURHISHER hands and fingers to do things such as picking up a glass or grasping a pencil?),Survey of Income and Program Participation (SIPP)
4911,Social,Disability,0.96,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","This question asks about physical functioning limitations (sitting, lifting, manual dexterity), primarying as disability; medical care is a relevant secondary topic.",Social,Disability,0.98,[],"Identical to 4910, assessing functional difficulties related to physical activities that indicate disability status.",True,Social,Disability,agreement,False,,,,,,,,,,,,,(^C_DODOES ^TEMPNAME have any difficulty:) ... sitting for one hour? ... lifting or carrying something as heavy as 10 pounds (such as a bag of groceries)? (... using ^YOURHISHER hands and fingers to do things such as picking up a glass or grasping a pencil?),Survey of Income and Program Participation (SIPP)
4912,Social,Disability,0.96,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks about functional limitations (sitting, lifting, using hands) indicative of disability status, with medical care as a related area.",Social,Disability,0.98,[],"Identical to 4910 and 4911, measuring physical functional limitations as indicators of disability.",True,Social,Disability,agreement,False,,,,,,,,,,,,,(^C_DODOES ^TEMPNAME have any difficulty:) (... sitting for one hour?) (... lifting or carrying something as heavy as 10 pounds (such as a bag of groceries)?) ... using ^YOURHISHER hands and fingers to do things such as picking up a glass or grasping a pencil?,Survey of Income and Program Participation (SIPP)
4913,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Education'}]",Asks whether the person has a learning or developmental disability (explicitly a disability); learning disabilities are directly related to educational outcomes.,Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Education'}]","Question directly asks about learning and developmental disabilities, which are explicitly listed disability types in the Social category.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have a learning or developmental disability? (This could include conditions such as dyslexia, ADHD, autism, Down Syndrome, or some other learning or developmental disability.)",Survey of Income and Program Participation (SIPP)
4914,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks about mental or emotional conditions, which are categorized as disabilities; medical care is relevant as a secondary concept.",Social,Disability,0.99,[],"Question directly asks about mental or emotional conditions, which are core disability assessment questions.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have a mental or emotional condition? (This could include conditions such as depression, anxiety, or some other psychological condition.)",Survey of Income and Program Participation (SIPP)
4915,Economic,Employment Status,0.95,"[{'topic': 'Social', 'subtopic': 'Disability'}]","The question asks whether a health problem affects finding or keeping a job or prevents working, which directly concerns employment status; disability is a key related cause.",Social,Disability,0.95,"[{'topic': 'Economic', 'subtopic': 'Employment Status'}]","Question asks about work-related limitations due to physical, mental, or emotional problems, combining disability assessment with employment impact.",False,Economic,Employment Status,auto_dual_modal,False,Economic,Employment Status,0.95,Social,Disability,True,auto_dual_modal,very_high,Social,Disability,True,very_high,"Because of a physical, mental, or emotional problem... ...^DODOES ^TEMPNAME have difficulty finding a job or remaining employed? (...^AREIS ^TEMPNAME prevented from working?",Survey of Income and Program Participation (SIPP)
4916,Economic,Employment Status,0.95,"[{'topic': 'Social', 'subtopic': 'Disability'}]","Focuses on whether health problems prevent working, a measure of employment status with disability as the underlying factor.",Social,Disability,0.95,"[{'topic': 'Economic', 'subtopic': 'Employment Status'}]","Identical to 4915, assessing disability-related work limitations and employment prevention.",False,Economic,Employment Status,auto_dual_modal,False,Economic,Employment Status,0.95,Social,Disability,True,auto_dual_modal,very_high,Social,Disability,True,very_high,"(Because of a physical, mental, or emotional problem...) (...^DODOES ^TEMPNAME have difficulty finding a job or remaining employed?) ...^AREIS ^TEMPNAME prevented from working?",Survey of Income and Program Participation (SIPP)
4917,Social,Disability,0.97,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks about long-lasting physical, mental, or emotional conditions that limit daily activities — a direct disability prevalence question; medical care is relevant.",Social,Disability,0.99,[],"Question directly asks about long-term health conditions limiting daily activities, which is a standard disability definition.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"^C_DODOES ^TEMPNAME have any physical, mental, or emotional health conditions lasting 12 months or longer that limit ^YOURHISHER daily activities?",Survey of Income and Program Participation (SIPP)
4918,Social,Disability,0.94,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Requests the specific condition(s) causing the activity limitation, which classifies the nature of a disability and relates to medical/health conditions.",Social,Disability,0.95,[],"Question asks about specific conditions causing disability or activity limitations, following up on disability screening questions.",True,Social,Disability,agreement,False,,,,,,,,,,,,,^WORKDIS_FIL What condition or conditions ^ACTIVITY_FIL?,Survey of Income and Program Participation (SIPP)
4919,Social,Disability,0.97,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Asks about cognitive, mobility, self-care, play, and school-work limitations—core functional disability items, with child-related and educational impacts explicitly referenced.",Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Social', 'subtopic': 'Education'}]","Question asks about functional limitations in concentration, mobility, self-care, and school work due to physical, mental, or emotional problems, assessing disability in children.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME... ...experience serious difficulty concentrating, remembering, or making decisions? (...experience serious difficulty walking or climbing stairs?) (...experience difficulty dressing or bathing?) (...have limited ability to play with other children of the same age?) (...have limitations in ^HISHER ability to do regular school work?)",Survey of Income and Program Participation (SIPP)
