question_text,char_length,word_count,num_surveys
Do you own the land on which the manufactured/mobile home sits?,63,11,1
How much do you think the land would sell for on today's market?,64,13,1
How many months has that ^HTYPEFILL been vacant?,48,8,1
"Is ^the_that ^HTYPEFILL INTENDED for year-round use, for occupancy only on a seasonal basis, or for use by migrant workers?",123,20,1
During what months is this unit occupied during a typical year?,63,11,1
How many months has it been since ^the_that ^HTYPEFILL was occupied as a permanent home?,88,15,1
Does the construction and heating of ^the_that ^HTYPEFILL make it suitable for year-round use?,94,14,1
Is the ownership of ^the_that ^HTYPEFILL time-shared?,53,7,1
"Is that ^HTYPEFILL to be... Read bold categories 1. For rent only? 2. For rent or for sale? 3. For sale only? 4. Rented, but not yet occupied? 5. Sold, but not yet occupied? 6. Held for occasional use throughout the year? 7. Other; specify",239,45,1
Why is the unit vacant?,23,5,1
"In the past year, how many nights did the owner(s) stay ^here_there2?",69,12,1
"In the past year, how many nights was ^the_that unit rented out?",64,12,1
Which of the following reasons is why the owner(s) own this ^HTYPEFILL?,71,12,1
Is this unit within 150 miles of the owner's current residence?,63,11,1
"How much do you think house,lot/apartment/mh/property would sell for on today's marke",85,12,1
What was the purchase price?,28,5,1
"How did ^you_OWNER obtain ^your_this2 home? Did ^you_OWNER2 - Read categories until a ""Yes"" is obtained 1. Buy the house already built? 2. Sign a sales agreement that included the land as well as the cost of building the house? (INCLUDE BOTH UNITS THAT WERE UNDER CONSTRUCTION AND THOSE NOT YET STARTED) 3. Have a general contractor build it on ^YOUR_OWNER OWN LAND? (ALSO INCLUDES LEASED LAND) 4. Build it ^self_owner on ^YOUR_OWNER OWN LAND? (INCLUDE PERSON ACTING AS OWN GENERAL CONTRACTOR. ALSO INCLUDES LEASED LAND) 5. Receive it as a gift or inheritance?",560,94,1
Did ^you_OWNER receive the home as a gift or inheritance or did ^you_OWNER2 purchase it?,88,15,1
When did ^you_OWNER buy or take ownership of the ^HTYPEFILL?,60,10,1
"When ^you_OWNER ^got this ^HTYPEFILL, did anyone make inquiries or have this ^HTYPEFILL inspected or tested for lead pipes?",123,19,1
What was the price of the ^HTYPEFILL?,37,7,1
What was the construction cost as well as the value of the land at that time?,77,16,1
Did ^you_OWNER have a down payment?,35,6,1
"Considering all sources of money, what was the total amount of the down payment? You may answer in dollars or percent.",118,21,1
Did ^you_OWNER not have a down payment because ^you_OWNER borrowed the full purchase price or did ^you_OWNER not have a down payment because ^you_OWNER paid the full purchase price upfront?,189,30,1
Is this the first home ^you_any have ever owned?,48,9,1
Is this home currently for rent or sale?,40,8,1
Is it for - Read all categories 1. Rent only? 2. Rent or for sale? 3. Sale only?,80,18,1
"Do you have either a Reverse Annuity Mortgage (or RAM), or Home Equity Conversion Mortgage?",91,15,1
"s there currently any mortgage, home equity loan or line of credit, deed of trust, contract to purchase, or similar debt on this property?",138,24,1
"How many mortgages, loans, or lines of credit of any type do you currently have on this property? Include all regular mortgages, home equity lump sum loans, home equity credit lines, or any other loan that is secured by the value of this property. Include home equity credit lines with or without an outstanding balance. Do not include any loans that have been paid off.",370,65,1
"Now I would like to ask you about each of your regular loans, home equity loans, and home equity lines of credit in turn. If you have multiple regular loans, start with the one that has the highest balance.",206,39,1
"Is the Fill from NUMMORTG mortgage or loan a: Probe: If you refinanced, answer regarding the new mortgage. Read until a ""yes"" is received. 1. Regular Mortgage? For example: fixed rate loans, adjustable rate loans, ARM, or any loan where a fixed amount was borrowed and must be repaid at predetermined intervals? 2. Home Equity Loan or Line of Credit?",350,60,1
Is the Fill from NUMMORTG mortgage or loan a: Read answer categories 1. Home Equity Lump Sum Loan? 2. Home Equity Line of Credit?,129,24,1
Do you currently have an outstanding balance against the Fill from NUMMORTG mortgage or loan?,93,15,1
"Looking at your statement, how much is your current payment on the Fill from NUMMORTG mortgage or loan?",103,18,1
How often do you make a payment on your Fill from NUMMORTG mortgage or loan?,76,15,1
Specify how often you make a payment on your Fill from NUMMORTG mortgage or loan.,81,15,1
"Looking at your Fill from NUMMORTG mortgage or loan, is Private Mortgage Insurance (PMI) currently included in your payment? Sometimes lenders require mortgage insurance if the down payment made by the home buyer is below a certain percentage.",243,38,1
"Looking at your statement, what is the amount that you currently owe on the Fill from NUMMORTG mortgage or loan? That is, what is the unpaid principal balance?",159,28,1
"Looking at your statement, what is the current interest rate on the Fill from NUMMORTG mortgage or loan?",104,18,1
Is the Fill from NUMMORTG mortgage or loan a refinanced mortgage?,65,11,1
Did you get the Fill from NUMMORTG mortgage or loan at the time you bought this home?,85,17,1
What year did you get or refinance the Fill from NUMMORTG mortgage or loan? Extra text for refinanced loans in YRMOR,116,21,1
"From the date that you obtained or refinanced this Fill from NUMMORTG mortgage or loan, how many years did you have to pay it off?",130,25,1
How much was Borrowed or refinanced for the Fill from NUMMORTG mortgage or loan?,80,14,1
"Is the Fill from NUMMORTG mortgage or loan an FHA, VA, Rural Housing Service/Rural Development mortgage, or none of these?",122,20,1
Are the payments on this Fill from NUMMORTG mortgage or loan the same during the whole length of the mortgage or loan?,118,22,1
Why do the payments in the Fill from NUMMORTG mortgage or loan change,69,13,1
Please specify other reason(s) why the Fill from NUMMORTG mortgage or loan payment changed,90,14,1
Did you refinance this Fill from NUMMORTG mortgage or loan to receive cash?,75,13,1
"When you refinanced for this Fill from NUMMORTG mortgage or loan, how much cash did you receive?",96,17,1
"What percent of this Fill from NUMMORTG mortgage or loan was used for additions, improvements or repairs to the home?",117,20,1
What is your total credit limit on the line of credit for the Fill from NUMMORTG mortgage or loan?,98,19,1
"Did you use any of the funds from your Fill from NUMMORTG mortgage or loan for additions, improvements, or repairs to this home?",128,23,1
Is property tax included in Fill payment or any payments?,57,10,1
Does this household have homeowner's insurance?,47,6,1
Is homeowner's insurance included in Fill payment or any payments?,66,10,1
reference time for utility costs what was the total cost of homeowner's insurance?,82,13,1
Is ^the_that manufactured/mobile home to be moved?,50,7,1
^ownlot2 own the land?,22,4,1
Earlier you told me ^INCS1A own the land. ^INCS1B pay rent for the land?,72,14,1
How many times a year is the land/site rent due?,48,10,2
What is the cost each ^TimeInterval?,36,6,1
^IFFEEMH1A ^IFFEEMH1B pay any ^IFFEEMH1C manufactured/mobile home park fee?,75,9,1
How many times a year is the fee due?,37,9,3
What is the cost each ^timeinterval?,36,6,3
"Are there any ^IFOTHF1 required fees for utility hookups, mobile home association fees, and so forth?",101,16,1
How many times a year are the fees due?,39,9,2
What is the cost each ^TimeInterval for those fees?,51,9,2
Are there required association fees for TheAssociation?,55,7,1
"What is the cost each ^TimeInterval? If you pay BothFees homeowner association fees, report the combined required fee.",118,18,1
In some parts of the country people own their homes but rent the land. ^INCS2 pay rent for the land?,100,20,1
s the land rent included with the mortgage payment?,51,9,1
How many times a year is the land rent due?,43,10,1
What does it cost each ^TimeInterval?,37,6,1
How many times a year is the rent on ^your_this1 ^HTYPEFILL due?,64,12,1
Does this household have renter's property insurance?,53,7,1
"In the past 12 months, what was the total cost?",47,10,1
^INCS3 separate rent for the land?,34,6,1
^IFFEEMH2A ^IFFEEMH2B ^IFFEEMH2C any ^IFFEEMH2D manufactured/mobile home park fee?,82,9,1
"Are there any ^IFOTHF2 required fees for utility hookups, mobile home association fees, and so forth?",101,16,1
Do you have to re-certify to determine the amount of rent you pay?,66,13,1
"Is your rent amount lower because you are in either a Federal, State or local government housing program?",105,18,1
(A housing voucher gives a renter the right to choose where they live AND it helps pay for rent.) Does your household have a housing voucher?,141,26,1
Can you use your housing voucher to move to another location?,61,11,1
Is the housing authority your landlord?,39,6,1
Does the government limit the rent on your ^HTYPEFILL through rent control or rent stabilization?,97,15,1
Is rent reduced for this unit because someone in the household works for the owner?,83,15,1
Is rent reduced for this unit because someone in the household is related to the owner?,87,16,1
"Does the Federal, State, or local government pay some of the cost of the unit?",78,15,1
Is the building owned by the public housing authority?,54,9,1
Does the local government limit the rent on the unit through rent control or rent stabilization?,96,16,1
^does_would pay separately for -- Electricity?,46,6,1
(^does_would pay separately for) -- Gas?,40,6,1
^does_would pay separately for) -- Fuel oil?,44,7,1
^does_would pay separately for) -- Any other fuel?,50,8,1
(reference for URE/vacant utility billing for) -- Garbage and trash collection?,79,11,1
(reference for URE/vacant utility billing for) -- Water supply and sewage disposal?,83,12,1
Do you use electricity in your home?,36,7,1
Are you billed separately for electricity?,42,6,1
"Is that because the electricity . . . 1. is included in the rent, condominium fee, site rent or other fee? 2. is combined with another utility cost? 3. is obtained free?",169,32,1
"What else is included in the electricity bill? Enter all that apply, separate with commas. 2. gas 3. fuel oil 4. any other fuel 5. garbage and trash 6. water and sewage",168,32,1
How many months does each used with combined electric bills bill usually cover?,79,13,1
How much was your most recent electric what's in electric bill bill?,68,12,1
What month was that bill for?,29,6,2
reference time for utility costs what was the average MONTHLY cost for electricity what's in electric bill?,107,17,1
Do you use gas in your home?,28,7,1
fill for piped/bottled gas q from underground pipes that serve the neighborhood or from propane or bottled gas?,111,18,1
Are you billed separately for gas?,34,6,1
"Is that because the gas . . . 111 1. is included in the rent, condominium fee, site rent or other fee? 2. is combined with another utility cost? 3. is obtained free?",165,33,1
What else is included in the gas bill?,38,8,1
How many months does each describes type of utility bill being referenced bill usually cover,92,15,1
How much was your most recent gas ^other_charges2 bill?,55,9,1
"reference time for utility costs, what was the average MONTHLY cost for gas ^other_charges2?",92,14,1
Do you use fuel oil in your home?,33,8,1
Are you billed separately for fuel oil?,39,7,1
"Is that because the fuel oil . . . 1. is included in the rent, condominium fee, site rent or other fee? 2. is combined with another utility cost? 3. is obtained free?",166,33,1
What else is included in the fuel oil bill?,43,9,1
"^12_lived2, what was the total cost for fuel oil ^other_charges3?",65,10,1
"Do you use wood, coal, kerosene or any other fuel in your home?",63,13,1
"Are you billed separately for wood, coal, kerosene or any other fuel?",69,12,1
"Is that because the wood, coal, kerosene or any other fuel . . .",64,14,1
"What else is included in the wood, coal, kerosene or any other fuel bill?",73,14,1
"^12_lived2, what was the total cost for wood, coal, kerosene or any other fuel ^other_charges4?",95,15,1
Are you billed separately from other costs for garbage and trash collection?,76,12,1
"Is that because the garbage and trash collection . . . 1. is included in the rent, condominium fee, site rent or other fee? 2. is combined with another utility cost? 3. is not used? 4. is obtained free?",202,39,1
What else is included in the garbage and trash collection bill?,63,11,1
"^12_lived2, what was the total cost for garbage and trash collection ^other_charges5?",85,12,1
Are you billed separately from other costs for water supply and sewage disposal?,80,13,1
Is that because the water supply and sewage disposal . . .,58,12,1
What else is included in the water and sewage bill?,51,10,1
"^12_lived2, what was the total cost for water supply and sewage disposal ^other_charges6?",89,13,1
"In a TYPICAL YEAR, about how much does your household spend for routine repairs and maintenance, such as painting, plumbing, roofing, or other minor repairs?",157,25,1
"^HMRDATE, has there been a MAJOR disaster, such as a fire, earthquake, or tornado that required you to make extensive repairs to your home?",139,24,1
"What happened? Enter all that apply, separate with commas. 1. Fire 2. Earthquake 3. Tornado or hurricane 4. Landslide 5. Flood 6. Other",135,23,1
What major repairs were being/are being made?,45,7,1
"Is this the same disaster repair work, OR is it a different job?",64,13,1
Did someone in your household do most of the work?,50,10,34
"How much did the entire disaster repair job cost, including your costs and any amount covered by insurance, not counting your time?",131,22,1
Is this job complete?,21,4,36
"Was it completed in Current Survey YearM2, Current Survey YearM1, or Current Survey Year?",89,14,36
When did you incur the majority of your expenses for this project? Was it...?,77,14,36
What was the main source of funding for this job?,49,10,36
"In the next questions, please do not include any part of the MAJOR disaster work already reported because I have already recorded that information.",147,24,1
"^HMRDATE, did you add square footage or convert existing space within your home to another use?",95,16,1
"What room(s)? Enter all that apply, separate with commas. Enter the room that was created by converting a space 1. Bedroom 2. Bathroom 3. Recreation Room 4. Kitchen 5. Other Roo",177,31,1
"^HMRDATE, did you remodel any kitchens or bathrooms? By remodeling, we mean SUBSTANTIAL changes to the room like replacing the bathtub or retiling the shower or floor. Do not count jobs that were just painting, papering, or simple replacement of a toilet or sink.",263,44,1
"Which rooms? Enter all that apply, separate with commas. 1. Bathroom(s) 2. Kitchen",82,13,1
"^HMRDATE, was anything built onto the outside of your home, such as an attached garage or carport?",98,17,1
"^HMRDATE, was anything else built onto the outside of your home, such as a porch, deck, patio, or terrace?",106,19,1
"Have you added or replaced any of the following: roofing? siding? doors or windows? any other part of the exterior of your home, such as chimney or stairs? insulation? interior water pipes? plumbing fixtures, such as sinks or bathtubs? electrical wiring, fuse boxes, breaker panels or built-in lightning? security systems?",322,50,1
"^HMRDATE, have you installed any wall-to-wall carpeting, flooring such as hardwood, tile, marble, or vinyl, or any paneling, ceiling tiles, or drywall?",151,22,1
"^HMRDATE, have you done any painting or wallpapering inside of your home?",73,12,1
"^HMRDATE, have you added or replaced central air conditioning?",62,9,1
"built-in heating equipment, such as a furnace, heat pump, boiler, duct work or radiators? a septic tank? a water heater? a built-in dishwasher or garbage disposal?",163,26,1
"Did we miss any other MAJOR remodeling, improvement or replacement jobs done INSIDE your home ^HMRDATE2? Do not include minor repairs, painting or wallpapering. What was the job?",178,28,1
"Now, about work done to your LOT or YARD, ^HMRDATE2, have you added or replaced driveways or walkways? fencing or walls? a swimming pool, tennis court, or other recreational structure? a shed, detached garage, or other building? any landscaping or a sprinkler system?",267,43,1
"Did we miss any other MAJOR remodeling, improvement or replacement jobs done to your LOT or YARD ^HMRDATE2?",107,18,1
What was the job?,17,4,1
"Earlier you reported a bedroom was renovated, built, or created from already existing space",91,14,1
"Is this the same finished bedroom we recorded in ^pymonth ^pyyear, OR is it a different job?",92,17,1
"How much did the entire bedroom renovation cost, including your costs and any amount covered by insurance, not counting your time?",130,21,1
"Is this the same finished bathroom we recorded in ^pymonth ^pyyear, OR is it a different job?",93,17,1
"How much did the entire bathroom renovation cost, including your costs and any amount covered by insurance, not counting your time?",131,21,1
"Is this the same finished recreation room we recorded in ^pymonth ^pyyear, OR is it a different job?",100,18,1
"How much did the entire recreation room renovation cost, including your costs and any amount covered by insurance, not counting your time?",138,22,1
"Is this the same kitchen addition we recorded in ^pymonth ^pyyear, OR is it a different job?",92,17,1
"How much did the entire kitchen renovation cost, including your costs and any amount covered by insurance, not counting your time?",130,21,1
"Is this the same other finished room we recorded in ^pymonth ^pyyear, OR is it a different job?",95,18,1
"How much did the entire other room renovation cost, including your costs and any amount covered by insurance, not counting your time?",133,22,1
"Is this the same bathroom remodeling job we recorded in ^pymonth ^pyyear, OR is it a different job?",99,18,1
"How much did the entire bathroom remodeling job cost, including your costs and any amount covered by insurance, not counting your time?",135,22,1
"Is this the same kitchen remodeling job we recorded in ^pymonth ^pyyear, OR is it a different job?",98,18,1
"How much did the entire kitchen remodeling job cost, including your costs and any amount covered by insurance, not counting your time?",134,22,1
"Is this the same attached garage addition we recorded in ^pymonth ^pyyear, OR is it a different job?",100,18,1
"How much did the entire attached garage or carport addition cost, including your costs and any amount covered by insurance, not counting your time?",147,24,1
"About the porch, deck, patio, or terrace that was built onto your home ...",74,14,1
"Is this the same porch addition we recorded in ^pymonth ^pyyear, OR is it a different job?",90,17,1
"How much did the entire porch, deck, patio, or terrace addition cost, including your costs and any amount covered by insurance, not counting your time?",151,25,1
"Is this the same roofing job we recorded in ^pymonth ^pyyear, OR is it a different job?",87,17,1
"How much did the entire roofing job cost, including your costs and any amount covered by insurance, not counting your time?",123,21,1
"Is this the same siding job we recorded in ^pymonth ^pyyear, OR is it a different job?",86,17,1
"How much did the entire siding job cost, including your costs and any amount covered by insurance, not counting your time?",122,21,1
"Is this the same doors or windows job we recorded in ^pymonth ^pyyear, OR is it a different job?",96,19,1
"How much did the entire doors or windows job cost, including your costs and any amount covered by insurance, not counting your time?",132,23,1
"Is this the same exterior job we recorded in ^pymonth ^pyyear, OR is it a different job?",88,17,1
"How much did the entire chimney, stairs, or other exterior job cost, including your costs and any amount covered by insurance, not counting your time?",150,25,1
"Is this the same insulation job we recorded in ^pymonth ^pyyear, OR is it a different job?",90,17,1
"How much did the entire insulation job cost, including your costs and any amount covered by insurance, not counting your time?",126,21,1
"Is this the same interior water pipes job we recorded in ^pymonth ^pyyear, OR is it a different job?",100,19,1
"How much did the entire interior water pipes job cost, including your costs and any amount covered by insurance, not counting your time?",136,23,1
"Is this the same plumbing fixtures job we recorded in ^pymonth ^pyyear, OR is it a different job?",97,18,1
"How much did the entire plumbing fixtures job cost, including your costs and any amount covered by insurance, not counting your time?",133,22,1
"Is this the same electrical job we recorded in ^pymonth ^pyyear, OR is it a different job?",90,17,1
"How much did the entire electrical job cost, including your costs and any amount covered by insurance, not counting your time?",126,21,1
"Is this the same security system job we recorded in ^pymonth ^pyyear, OR is it a different job?",95,18,1
"How much did the entire security system job cost, including your costs and any amount covered by insurance, not counting your time?",131,22,1
"Is this the same carpeting, flooring, paneling, or ceiling tile installation job we recorded in ^pymonth ^pyyear, OR is it a different job?",139,23,1
"How much did the entire carpeting, flooring, paneling, or ceiling job cost, including your costs and any amount covered by insurance, not counting your time?",157,25,1
Earlier you reported central air conditioning was added or replaced in your home.,81,13,1
"Is this the same central air conditioning job we recorded in ^pymonth ^pyyear, OR is it a different job?",104,19,1
"How much did the entire central air conditioning job cost, including your costs and any amount covered by insurance, not counting your time?",140,23,1
"Is this the same built-in heating job we recorded in ^pymonth ^pyyear, OR is it a different job?",96,18,1
"How much did the entire built-in heating job cost, including your costs and any amount covered by insurance, not counting your time?",132,22,1
"s this the same septic tank job we recorded in ^pymonth ^pyyear, OR is it a different job?",90,18,1
"How much did the entire septic tank job cost, including your costs and any amount covered by insurance, not counting your time?",127,22,1
"Is this the same water heater job we recorded in ^pymonth ^pyyear, OR is it a different job?",92,18,1
"How much did the entire water heater job cost, including your costs and any amount covered by insurance, not counting your time?",128,22,1
"Is this the same built-in dishwasher job we recorded in ^pymonth ^pyyear, OR is it a different job?",99,18,1
"How much did the entire built-in dishwasher or garbage disposal job cost, including your costs and any amount covered by insurance, not counting your time?",155,25,1
"Is this ^MISINA job included in that work, OR is it a different job?",68,14,1
"How much did that MAJOR work inside your home cost, including your costs and any amount covered by insurance, not counting your time?",133,23,3
"Is this ^MISINB job included in that work, OR is it a different job?",68,14,1
"Is this ^MISINC job included in that work, OR is it a different job?",68,14,1
Earlier you reported driveways or walkways were added or replaced on your lot or yard.,86,15,1
"Is this the same driveways or walkways job we recorded in ^pymonth ^pyyear, OR is it a different job?",101,19,1
"How much did the entire driveways or walkways job cost, including your costs and any amount covered by insurance, not counting your time?",137,23,1
"Is this the same fencing or walls job we recorded in ^pymonth ^pyyear, OR is it a different job?",96,19,1
"How much did the entire fencing or walls job cost, including your costs and any amount covered by insurance, not counting your time?",132,23,1
"Is this the swimming pool, tennis court, or other recreational structure job we recorded in ^pymonth ^pyyear, OR is it a different job?",135,23,1
"How much did the entire swimming pool, tennis court, or other recreational structure job cost, including your costs and any amount covered by insurance, not counting your time?",176,28,1
"Is this the shed, detached garage, or other building job we recorded in ^pymonth ^pyyear, OR is it a different job?",115,21,1
"How much did the entire shed, detached garage, or other building job cost, including your costs and any amount covered by insurance, not counting your time?",156,26,1
"Is this the landscaping or sprinkler system job we recorded in ^pymonth ^pyyear, OR is it a different job?",106,19,1
"How much did the entire landscaping or sprinkler job cost, including your costs and any amount covered by insurance, not counting your time?",140,23,1
"Is this ^MISOUTA job included in that work, OR is it a different job?",69,14,1
"How much did that MAJOR LOT or YARD work cost, including your costs and any amount covered by insurance, not counting your time?",128,23,3
"Is this ^MISOUTB job included in that work, OR is it a different job?",69,14,1
"Is this ^MISOUTC job included in that work, OR is it a different job?",69,14,1
"Did you do any of these home improvements to make your home more accessible for people with physical limitations, such as people using a wheelchair or a walker?",160,28,1
Did you do any of these home improvements to improve energy efficiency?,71,12,1
Did you do any of these home improvements to get your house ready for sale?,75,15,1
"Since 12 Months prior to date of interview, did ^you_name work for pay at a job or for an individual?",101,20,1
"Since 12 Months prior to date of interview, did ^you_name receive any wages, salary, commissions, bonuses, or tips?",115,18,1
How much did ^you_name receive since 12 Months prior to date of interview?,74,13,1
"I have recorded that ^you_name received ^SALQ in earnings from wages, salary, commissions, bonuses, and tips SINCE 12 Months prior to date of interview. Is this correct?",169,27,1
"(Since 12 Months prior to date of interview,) did ^you_name receive any self-employment income?",95,14,1
What was the amount?,20,4,10
I have recorded that ^you_name received ^SELFQ in self-employment income SINCE 12 Months prior to date of interview. Is this correct,132,21,1
"(Since 12 Months prior to date of interview,) did ^you_name receive interest from savings, money market funds, CDs, or other interest bearing accounts?",151,23,1
What was the amount received?,29,5,3
I have recorded that ^you_name received ^INTQ in interest SINCE 12 Months prior to date of interview. Is this correct?,118,20,1
"(Since 12 Months prior to date of interview), did ^you_name have dividends from stocks?",87,14,1
I have recorded that ^you_name received ^DIVQ in dividends SINCE 12 Months prior to date of interview. Is this correct?,119,20,1
"(Since 12 Months prior to date of interview), did ^you_name receive net rental income ^other_properties?",104,15,1
I have recorded that ^you_name received ^RENTQ in net rental income SINCE 12 Months prior to date of interview. Is this correct?,128,22,1
"(Since 12 Months prior to date of interview,) did ^you_name receive any Social Security or Railroad Retirement benefits?",120,18,1
I have recorded that ^you_name received ^SSQ in Social Security or Railroad Retirement SINCE 12 Months prior to date of interview. Is this correct?,147,24,1
"(Since 12 Months prior to date of interview,) did ^you_name receive any Supplemental Security Income (SSI) payments?",116,17,1
I have recorded that ^you_name received ^SSIQ in SSI payments SINCE 12 Months prior to date of interview. Is this correct?,122,21,1
"(Since 12 Months prior to date of interview), did ^you_name receive any public assistance, such as Temporary Assistance for Needy Families (TANF), or public welfare cash assistance from the state or local welfare office? Do not include WIC or SNAP (The Supplemental Nutrition Assistance Program).",296,45,1
I have recorded that ^you_name received ^WELFQ in public assistance or public welfare payments SINCE 12 Months prior to date of interview. Is this correct?,155,25,1
"(Since 12 Months prior to date of interview,) did ^you_NAME receive any retirement or survivor pensions?",104,16,1
I have recorded that ^you_name received ^RETIRQ in retirement or survivor pensions SINCE 12 Months prior to date of interview. Is this correct?,143,23,1
"(Since 12 Months prior to date of interview,) did ^you_name receive any disability payments such as SSDI, worker's compensation, veteran's disability or other disability payments?",179,25,1
"I have recorded that ^you_name received ^WKCMPQ in SSDI, worker's compensation, veteran's disability or other disability payments SINCE 12 Months prior to date of interview. Is this correct?",190,28,1
"(Since 12 Months prior to date of interview,) did ^you_name receive alimony or child support?",93,15,1
I have recorded that ^you_name received ^ALIMQ in alimony or child support SINCE 12 Months prior to date of interview. Is this correct?,135,23,1
"(Since 12 Months prior to date of interview), did ^you_name regularly receive income from any other sources, such as Veteran's (VA) payments or unemployment compensation?",170,25,1
What was the amount from all sources?,37,7,1
I have recorded that you received ^OTHNRQ in income from other sources SINCE 12 Months prior to date of interview. Is this correct?,131,23,1
What was ^your_NAME TOTAL income since 12 Months prior to date of interview?,76,13,1
I have recorded that ^your_NAME total income SINCE 12 Months prior to date of interview was ^MISSINC. Is this correct?,118,20,1
^calc_record ^you_NAME ^have_has2 received ^income since 12 Months prior to date of interview. Is this correct?,111,16,1
What is your best estimate of the total income ^you_name received from all sources since 12 Months prior to date of interview?,126,22,1
"Since 12 Months prior to date of interview, did sales of crops, livestock, and other farm products from this place amount to $1,000 or more?",140,25,1
What is your best estimate of the total income ^your_this4 received from all sources since 12 Months prior to date of interview?,128,22,1
"Since 12 Months prior to date of interview, did you work for pay at a job or for an individual?",95,20,1
"Since 12 Months prior to date of interview, did you receive any earnings from wages, salary, commissions, bonuses or tips?",122,20,1
How much did you receive since 12 Months prior to date of interview?,68,13,1
"I have recorded that you received ^SALNRQ in earnings from wages, salary, commissions, bonuses, and tips SINCE 12 Months prior to date of interview. Is this correct?",165,27,1
"(Since 12 Months prior to date of interview,) did you receive any selfemployment?",82,13,1
I have recorded that you received ^SELFNRQ in self-employment income SINCE 12 Months prior to date of interview. Is this correct?,129,21,1
"(Since 12 Months prior to date of interview), did you regularly receive income from any other sources, such as Veteran's (VA) payments or unemployment compensation?",164,25,1
What was the amount from all other sources?,43,8,2
I have recorded that you received ^OTHNRQ in income on a regular basis from other sources SINCE 12 Months prior to date of interview. Is this correct?,150,27,1
"In case I'm not able to reach ^NAMEFILL2 at a later time, can you provide an estimate of ^NAMEFILL2's total income before deductions since 12 Months prior to date of interview?",176,31,1
Is there anyone home now who could provide an estimate of ^NAMEFILL2's income since 12 Months prior to date of interview?,121,21,1
What is your estimate of ^NAMEFILL2's total income before deductions since 12 Months prior to date of interview?,112,18,1
"(Since 12 Months prior to date of interview), did you ^or_household_anyone receive benefits from the Food Stamp Benefits Program or SNAP (the Supplemental Nutrition Assistance Program)? Do not include WIC, the School Lunch Program, or assistance from food banks.",262,39,1
The highest grade or level of school ^you_NAME completed was ^GRADE. Is that still correct?,91,15,1
What is the highest level of school ^you_NAME ^have_has completed or the highest degree ^you_he_she have received?,114,17,1
"Last week, ^were_was_S1 ^you_NAME enrolled in a high school, college, or university?",84,12,1
In what country ^were_was ^you_NAME born?,41,6,1
^Are_Is1 ^you_NAME a CITIZEN of the United States?,50,8,1
^Were_Was ^you_NAME born a citizen of the United States?,56,9,1
Did ^you_NAME become a citizen of the United States through naturalization?,75,11,1
When did ^you_NAME come to live in the United States?,53,10,1
Did ^you_NAME ever serve on active duty in the U. S. Armed Forces?,66,13,1
When did ^you_NAME serve?,25,4,1
^AreYou_IsName now in the Armed Forces?,39,6,1
In what country was ^your_NAME mother born?,43,7,1
In what country was ^your_NAME father born?,43,7,1
Are any of PRNT_Fill currently homeowners?,42,6,1
Did any of PRNT_Fill ever own a home?,37,8,1
Did any of PRNT_Fill own a home when ^you_NAME bought this home?,64,12,1
Now thinking about everyone in your household. ^Are_Is3 deaf or do ^You_They2 have serious difficulty hearing?,110,16,1
"Who is that? Enter all that apply, separate with commas. Probe: Anyone else?",76,13,1
^Are_Is3 blind or do ^You_They2 have serious difficulty seeing even when wearing glasses?,89,13,1
(Is anyone in this household blind or do they have serious difficulty seeing even when wearing glasses?) Who is that?,117,20,1
"Because of a physical, mental, or emotional condition, ^Anyone_You2 have serious difficulty concentrating, remembering, or making decisions?",140,17,1
"(Because of a physical, mental, or emotional condition, does anyone in this household have serious difficulty concentrating, remembering, or making decisions?) Who is that?",172,24,1
^Anyone_You have serious difficulty walking or climbing stairs?,63,8,1
(Does anyone in this household have serious difficulty walking or climbing stairs?) Who is that?,96,15,1
^Anyone_You have difficulty dressing or bathing?,48,6,1
(Does anyone in this household have difficulty dressing or bathing?) Who is that?,81,13,1
"Because of a physical, mental, or emotional condition, ^You_Anyone2 have difficulty doing errands alone such as visiting a doctor's office or shopping?",151,22,1
"(Because of a physical, mental, or emotional condition, does anyone in this household have difficulty doing errands alone such as visiting a doctor's office or shopping?)",170,26,1
"Were you forced to move by a landlord, a bank or other financial institution, or the government?",96,17,1
"Were you forced to move because of a natural disaster or fire, whether the fire started inside or outside of your home?",119,22,1
"What happened? Was it a . . . Read all categories. Enter all that apply, separate with commas. 1. Fire that started inside your home, such as from an electrical shortage or cooking equipment? 2. Fire that started outside your home, such as from a wildfire? 3. Earthquake? 4. Tornado? 5. Hurricane? 6. Landslide? 7. Flood? 8. Other?",331,58,1
Did you choose to move for a new job or job transfer?,53,12,1
(Did you choose to move) ... to form your own household?,56,11,1
"(Did you choose to move) ... to be closer to family, including for health reasons, economic reasons, or for any other reasons?",126,22,1
"(Did you choose to move) ... because of a change in household or family size, including marriage, divorce, separation, or child birth or adoption?",146,24,1
(Did you choose to move) ... to reduce commuting time?,54,10,1
(Did you choose to move) ... to upgrade to a larger home or a better quality home?,82,17,1
(Did you choose to move) ... to reduce your housing costs?,58,11,1
(Did you choose to move) ... to be in a more desirable neighborhood?,68,13,1
(Did you choose to move) ... for some other reason?,51,10,1
What was the reason?,20,4,1
Did you end your housing search sooner than you would have liked?,65,12,1
Did you end your housing search because you had to move quickly and did not have time to fully explore your housing options?,124,23,1
