question_id,question_text,embedding_index
196,"ASSIST_ACCOMODATE The service provider could not accommodate you (for example, there were no beds available in a shelter)? You were unable to take time off of work or school to get services? There were language barriers? You were not eligible for services? Some other reason?",195
197,"Q29. There are things that people might try to do to protect themselves or stop unwanted contacts or behaviors from continuing. In the past 12 months, have you done any of the following because of the unwanted contacts or behaviors you experienced? ACTION_BLOCKED Have you blocked unwanted calls, messages, or other communications?",196
198,ACTION_INFO Have you changed your personal information?,197
199,ACTION_INFOLST ACTION_INFOLSTSP What personal information did you change?,198
200,"ACTION _ORDER Have you applied for a restraining, protection, or no-contact order?",199
201,ACTION_SECURITY Have you taken self-defensive actions or other security measures?,200
202,ACTION_SECURITYLST ACTION_SECURITYLSTSP What self-defensive actions or security measures did you take?,201
203,ACTION_ACTIVITIES Have you changed your day-to-day activities?,202
204,ACTION_ACTIVITIESLST ACTION_ACTIVITIESLSTSP What day-to-day activities did you change?,203
205,ACTION _PROTECT ACTION _PROTECTSP Did you do anything else to protect yourself or stop the unwanted contacts or behaviors from continuing?,204
206,"Q30. Some people might ask others for help in order to protect themselves or to stop unwanted contacts or behaviors from continuing. In the past 12 months, did you… ACTION_ADVICE Ask for advice or help from friends or family? Ask people not to release information about you? Hire a private investigator? Ask for advice or help from an attorney? Talk to a counselor or therapist? talk to a doctor or nurse? Talk to your Clergy or faith leader? Talk to your boss or employer? Talk to your teacher or school official? Contact your building or workplace security person? Are these unwanted contacts or behaviors still going on?",205
207,ACTION_STOPPED ACTION_STOPPEDSP ACTION_STOPPEDSP2 Q32. Why do you think these unwanted contacts or behaviors stopped? Anything else?,206
208,"Unwanted contacts or behaviors may affect people in different ways. Next I would like to ask you some questions about how the unwanted contacts or behaviors you experienced may have affected you. ACTION_PEERS Q33. Did experiencing these unwanted contacts or behaviors lead you to have significant problems with your job or schoolwork, or trouble with your boss, coworkers, or peers?",207
209,"ACTION_FIGHTS Q34. Did experiencing these unwanted contacts or behaviors lead you to have significant problems with family members or friends, including getting into more arguments or fights than you did before, not feeling you could trust them as much, or not feeling as close to them as you did before?",208
